age	media	food	transport	housing	pets
30	760	4364	1994	4489	2826
28	2703	2920	2012	4947	0
36	799	3877	1986	11993	2234
24	975	1895	2504	4758	0
47	1213	1718	2671	5234	3463
27	1419	4508	2091	4652	1806
24	3056	3583	2082	5134	225
42	1042	1721	2831	4973	3547
34	3067	2826	3649	16862	965
34	3061	5874	6791	4104	0
48	976	2147	3986	4764	3274
49	5199	2494	2095	9327	282
41	2948	3271	3813	16242	876
33	822	4048	1887	13073	1233
29	888	3805	1938	4812	2111
35	3168	2926	3913	17528	896
32	2937	2331	3996	13080	0
51	845	1883	2178	4666	3504
39	1084	2111	3446	5418	2302
27	2567	3173	2036	4596	765
36	2174	5571	5451	4470	1568
29	928	4397	1955	4811	2635
33	3217	6696	6265	5359	500
42	667	4055	1953	11133	2618
56	4954	3187	2204	10518	0
36	769	4369	2100	11073	3374
50	5978	2507	2024	9012	0
38	2911	5599	5431	4133	372
46	5701	2613	1981	10070	0
25	599	1993	3703	4327	423
27	2698	3067	2059	4801	620
34	937	3717	2019	11637	2252
29	2600	3563	2009	5517	0
29	2786	5843	5167	4711	288
36	703	3658	2045	12211	2041
31	1034	3922	1919	5673	2383
29	2860	3406	1962	5161	824
51	1259	2345	3348	4619	3804
28	2907	3157	1862	4997	1123
24	2824	3103	2030	5196	719
29	2999	3231	2070	4155	826
48	1176	2256	3411	4867	2911
42	978	1688	2602	4469	1957
35	2491	3670	3771	12071	216
27	550	4533	2060	5090	2329
36	2978	6544	5512	4159	0
34	2522	2919	1950	4722	598
49	1145	1972	2602	5233	2960
29	673	3868	1970	5577	2843
33	2928	2891	4090	14910	1017
33	3184	5657	6095	5124	641
37	1498	4009	1938	12417	2421
48	731	2120	3329	5064	3148
29	1060	4522	1887	11686	2805
48	6072	3474	2096	9814	292
50	962	2366	2896	4467	3449
33	785	4178	1999	10908	2070
43	6471	4044	2008	11976	0
31	3091	3357	1965	4968	692
51	1155	2007	2821	5036	2855
42	798	4321	1842	12688	3021
48	1275	2007	2641	4780	3547
40	722	4218	2031	12420	2539
33	74	4204	1948	5416	2711
34	641	4104	1857	4752	3057
23	652	2047	2572	5460	766
35	1021	3704	1851	11876	1885
48	5364	2848	2028	10178	304
32	2432	3169	3704	13570	500
24	945	1772	2610	4465	0
24	876	2079	2201	4467	1117
45	1242	2232	3126	4971	3401
27	3172	2740	2041	5742	395
34	1043	4466	2092	12153	1595
39	1012	4082	2076	12521	2736
34	1040	4072	1914	4989	2419
51	6095	2929	1976	9582	227
50	1071	1787	2284	5049	2866
48	1047	2114	2791	4879	3303
31	2693	2848	1949	5053	1032
36	3336	3104	4092	14655	2073
37	2522	2781	4288	13067	745
34	3367	3328	3548	18741	0
48	5737	2875	1904	9988	400
51	5950	3132	1899	9921	0
49	5910	2945	2131	8947	365
23	578	1967	3743	5174	1023
40	467	4264	1888	12950	1913
49	1083	1570	3336	5106	3173
40	2868	2987	3623	11107	0
33	1589	4621	1776	11981	2610
24	923	1923	2621	5143	686
25	932	2296	3064	5113	867
50	6085	3606	1993	10722	264
48	907	1395	3235	5366	2910
36	495	3339	2044	10903	2493
34	2687	5863	5218	5038	829
41	2819	6240	6849	5683	299
45	5654	3084	1810	8964	239
23	873	1814	3932	4330	1649
24	902	1929	3586	5523	688
37	1035	4148	1893	11685	2847
36	846	3892	2332	12459	1936
38	2981	3232	4352	16131	834
34	3331	5806	4848	4462	0
23	939	1904	2345	4873	899
35	2892	3525	3819	18000	407
24	1116	4193	1896	4446	1686
27	3365	3131	2169	4782	1652
32	2663	3527	3907	14618	0
22	1281	1928	2829	4907	1372
33	2681	6155	5924	4929	1195
24	1354	1882	3030	4682	0
43	931	1810	2628	5061	2597
24	1090	1920	3471	5595	0
34	3194	3404	3527	16428	806
47	5585	2763	2226	6860	278
29	788	3769	1936	4989	1927
24	779	2224	2790	5101	268
34	2649	6273	5472	5007	0
34	3375	3061	4336	14740	330
23	1368	4116	2001	5436	1444
31	659	3961	2018	5160	1977
26	1364	2115	2985	5057	791
45	793	1723	3269	5138	2483
31	3231	2811	2027	5259	0
35	3390	2851	4167	17783	0
33	3086	5829	5865	4977	0
38	2965	2832	4047	15745	0
46	6950	3282	2107	9653	429
34	2609	6188	5943	5138	0
29	730	4011	1883	4348	2445
29	878	3738	2074	5252	2463
38	1110	3978	2258	11334	3150
33	2811	5972	5795	5261	453
24	1002	1707	2497	4576	1437
54	6755	2583	1996	9893	0
46	5840	2943	2040	9742	0
29	1637	3594	1952	5495	1938
41	2698	3037	4298	13938	0
47	809	2087	2856	4560	2693
49	1014	2238	2955	5288	3060
26	2688	2229	2099	4563	467
37	1294	4459	1962	11363	1900
36	1177	4076	2120	13745	2394
33	2839	6281	5056	4850	585
27	2908	2547	2038	5417	718
35	3554	3012	4396	12561	667
26	1195	1905	3065	4806	1031
48	6165	3516	2037	9909	203
35	2832	2932	4196	17122	488
24	3304	2637	2236	5178	916
35	1813	3745	2102	5138	2197
48	5823	2966	1978	9350	0
37	1282	3735	1862	12380	2372
48	6902	3206	1967	8935	0
34	2788	6048	6492	5501	1019
23	2950	3013	1953	5347	0
29	463	4081	2193	4893	2663
35	821	3993	1960	12522	2650
34	3243	6384	6346	6032	804
34	3856	5398	5531	5130	938
46	1186	1611	3285	4701	2727
48	6153	3083	1996	10430	0
37	3160	6260	6093	4942	612
28	569	4060	2083	4934	1825
28	1012	1939	3044	5123	654
29	2781	3110	1872	5035	0
34	2889	2786	3896	11968	767
27	1445	3587	1985	4873	2320
29	1000	4145	1898	5659	2472
28	3746	6103	5164	4553	0
35	2808	2761	4385	15944	1370
48	740	2201	2387	5590	3196
44	5944	2934	2025	9408	0
36	2932	3264	4377	13858	600
29	1462	4116	1921	5026	2365
27	2848	3290	2042	5083	833
24	932	2059	2836	4447	666
24	940	2302	2737	5817	570
35	777	4142	1918	10984	2504
30	2556	5898	6336	5541	0
47	1034	1760	2726	4873	2856
46	5859	2912	1743	10422	0
35	2996	2728	4186	10383	1459
41	2695	3245	4337	16440	1109
38	2994	3330	3679	14236	0
24	2427	2976	2063	4314	561
25	987	2245	2945	5860	931
34	2831	6998	5464	5437	1365
26	771	2278	3089	4936	901
27	1160	2154	2922	5293	520
31	2737	5638	5902	5245	0
24	898	1992	2975	5498	1372
29	2825	7031	6440	4784	1046
44	1110	1996	3168	5703	2893
25	2584	2672	1911	5123	1447
35	3354	5455	5581	5313	957
25	3093	3851	1883	4619	0
46	943	1781	3471	5721	2821
34	3564	2821	3839	17964	536
34	2991	2927	4497	17734	445
26	3177	3336	2063	4509	1752
36	859	4003	2021	12191	2521
34	966	3706	1835	12288	2825
34	2951	2734	3585	15203	865
48	6232	2935	2051	9615	443
46	6879	3231	2005	8936	277
37	822	3977	2033	11583	2549
54	5611	2968	2002	9496	0
28	3185	4828	5871	4997	266
22	1044	1884	3282	4475	0
33	3175	5883	6271	4621	514
27	2830	3288	1864	5656	914
33	2761	2537	4046	15486	1073
27	2535	2788	2152	5500	0
29	717	3334	2300	5833	2646
33	699	3775	2022	12587	4225
30	2954	3314	1927	5533	946
35	3152	6548	4669	4601	408
37	3026	2962	3911	17186	357
47	917	2152	3017	5419	2722
30	1847	4288	1960	5120	2665
37	1816	4094	2072	11734	2742
24	1082	3889	2017	5125	2781
33	3103	6787	6066	5602	0
30	910	3774	1957	12910	2437
31	604	4004	1923	4961	2255
32	1262	4317	1862	5584	2289
29	712	4456	2018	5174	3938
24	1476	4051	2064	5079	2231
47	705	1994	3203	4885	2819
36	2740	2780	3660	13210	534
36	573	3767	1803	4941	1886
48	6826	2822	2129	9223	207
24	809	2168	3107	4824	248
30	2928	3008	2121	4238	954
39	3179	5967	5019	4869	929
36	2876	5362	5549	4685	0
28	1129	3597	2089	4693	2550
28	2774	3083	2072	4997	438
56	6007	2516	1939	10070	0
24	960	2072	2422	4818	0
31	2894	3075	2051	4795	440
30	744	4093	2057	11675	2662
28	3003	3376	3788	17269	883
23	923	3916	1736	5082	2790
48	883	1833	2881	4368	3273
28	1328	4476	2037	4377	2033
33	2980	6671	6697	5702	349
52	6334	3367	1995	9857	207
36	3341	3037	4503	13620	1129
24	1296	1764	3096	4208	1101
24	1078	2293	3160	5323	425
26	2692	3082	2034	5197	314
40	3243	6216	7363	4925	1078
27	3008	2917	2118	4800	0
38	3104	5889	4385	4314	419
25	1000	2123	2817	5271	0
51	6189	2899	2140	10833	0
25	2678	3067	2024	4333	535
26	1196	4082	2088	4824	2225
24	846	2221	3021	5421	940
25	987	1827	3212	4135	735
28	1063	3638	2213	12212	1923
46	1137	2148	2552	4094	2776
38	952	3760	1988	12461	2579
54	827	2146	2619	4311	2670
36	1033	4126	1962	10716	2568
24	879	2060	3134	4742	554
55	814	1723	2646	5317	3026
35	2846	2993	3975	15937	0
38	3339	2370	3429	17786	688
47	5518	2848	2151	9382	316
37	6533	3290	2178	10755	0
35	3136	2721	4050	14598	948
26	907	2377	3533	5010	841
25	2951	3442	1951	5599	240
31	2548	3080	3651	15377	0
30	1225	3752	1964	4655	2312
28	1181	3656	2127	4027	2967
25	2916	2335	1938	5432	578
48	6168	2582	1994	8333	323
30	1085	4173	1885	4939	2026
35	3263	2988	4011	15764	1439
30	798	3787	2077	11580	2298
52	709	2133	2895	4894	2705
29	953	3745	2253	5047	2493
48	5278	3352	1980	9943	295
35	2799	2891	4053	14440	208
48	468	1795	2995	5940	2892
55	5862	3189	2016	9425	364
22	2497	3443	2075	5443	694
44	1025	1981	3562	4767	3122
36	1014	3508	2020	12378	2696
47	1175	1788	2456	5464	2257
54	5270	3565	2000	9406	215
48	7008	3369	2020	9259	251
27	2753	3065	2007	5339	0
47	5951	3366	1881	10288	0
29	1599	4148	2161	4916	3396
48	6227	2419	1936	10616	307
59	1112	2439	3039	5282	3833
50	970	2165	3556	4513	3388
23	1588	3867	2021	5142	3247
43	741	3953	1959	11538	2004
45	1494	2001	2662	5499	2422
30	3292	3278	3964	8970	636
43	871	2055	2820	5859	3302
44	5619	3122	1989	9979	200
29	1096	3342	2070	4585	1752
48	6116	2987	1916	8894	0
29	2984	2978	3932	13143	0
24	2840	3024	2080	4760	1357
24	1121	1802	3452	4989	582
34	3265	2830	4607	14303	815
34	3289	5697	6095	4897	690
52	7540	2503	2108	8811	217
34	755	4106	2125	12650	3140
31	1494	3661	2118	5300	2683
43	1114	2027	3569	4381	3061
35	928	4530	2122	12283	2665
58	1164	1657	3289	5197	2637
48	5820	3125	2042	10965	0
52	1004	1978	3004	4999	2515
29	914	3687	1994	4982	2663
29	2948	3166	2056	5264	0
28	2639	2945	2127	5365	0
22	899	2070	2794	4160	434
29	3003	4923	5422	4464	839
35	3279	3175	3723	17947	1128
33	857	3952	2165	12387	2259
46	1032	1985	2126	4764	3229
48	7017	2972	1886	9346	0
48	6568	3218	1918	9810	266
26	2889	2862	1975	5448	825
46	981	2053	2802	4745	3174
40	716	4221	1968	12107	2526
24	2991	3281	2056	5628	1298
23	2700	3040	1970	4895	243
38	960	3863	2073	12361	2427
31	3134	6056	5651	4687	0
31	2987	4958	6151	5060	365
34	3407	6410	4862	4849	1688
32	3102	3244	1993	4731	272
53	6659	3095	1963	10361	0
40	2796	3323	3916	13494	442
31	3046	3181	4122	18037	647
27	804	3794	1927	5116	3089
44	1071	1939	2334	4947	2195
58	7312	2801	1969	7763	406
21	863	2140	2943	5345	556
32	2070	2983	3855	13859	0
35	2444	2184	4438	15954	0
32	2681	3227	3495	14700	1021
27	3145	3341	2020	4548	689
23	1192	2161	3098	5160	0
45	1056	1823	3074	4819	3234
34	1076	4164	1925	4951	2807
27	2991	2993	2030	5415	226
22	1375	2137	2778	5832	1331
26	2846	3001	1978	5093	598
48	1076	2212	2810	4907	2659
28	3190	2817	2008	5070	729
27	3009	3690	2029	4155	1077
29	518	3774	2057	5094	1513
27	953	4550	2134	5638	2799
24	864	3584	1925	4785	2527
32	3202	2687	3757	17269	0
50	926	2040	2675	5048	3056
26	3455	2832	1925	4468	431
31	3175	2746	3763	18017	1408
46	5047	2852	1835	10483	0
30	2801	3112	1995	5085	631
47	671	1577	3495	5132	2253
30	2793	3217	1932	5271	653
22	853	2138	3196	5137	1437
24	1012	1860	2555	5153	490
34	3310	3100	3898	16784	1119
24	1241	1635	3042	4373	614
23	1097	3782	1779	5751	3033
49	762	2160	3062	5227	3164
26	3170	3154	2156	5753	320
38	1191	4093	1961	12144	2359
48	1078	2061	3204	4228	3619
28	2857	2661	1996	5048	0
32	648	4219	2126	5455	3145
29	2644	3235	1884	5020	1589
29	2974	6148	6775	4829	718
48	779	2284	2135	4812	2550
47	1152	2287	3224	5795	3056
45	839	1891	3091	4851	3010
30	961	3697	1899	4218	3423
27	778	4156	1839	4931	2712
40	480	4220	1899	12043	2342
37	1295	3941	2154	11607	3123
42	1369	4073	1936	10973	2620
34	886	4348	2009	11779	2006
24	810	2367	2759	4969	405
26	1679	3537	2357	4380	2030
22	2714	3128	1852	4978	296
36	795	3847	2069	11626	1577
38	958	4340	2070	11907	1774
27	940	4356	1862	5485	2482
46	7534	2894	2047	10147	215
34	2674	5317	4943	4584	341
35	1056	3944	2128	12338	2127
47	1025	1721	3773	5374	2244
50	4874	3032	2097	8817	0
36	877	4305	1970	12902	2245
31	877	3974	2172	4417	2084
28	2796	2939	2052	5548	0
30	862	3731	1836	5176	2709
36	3089	3165	3540	15731	584
52	7028	3389	2067	12079	204
33	1029	4272	1995	5503	3128
43	1517	3876	2038	11311	1229
30	845	3609	1876	12757	2330
26	932	1869	2927	5082	907
32	3039	2889	3728	16082	0
46	1075	2099	3022	5022	3058
42	812	2106	2809	4366	3285
36	914	4014	2136	11683	2599
25	1446	4457	2164	5815	3279
39	2993	2555	4517	13253	1355
49	1310	1692	3436	5199	3312
38	2956	3090	4147	13461	803
35	2926	6139	6062	5699	0
32	468	4418	2073	12733	2125
33	2770	2651	3737	13218	1100
28	1049	3905	1983	5318	2885
31	3312	5757	6773	5465	1286
35	3227	2834	4231	15496	0
48	6507	3084	2014	10905	264
45	816	2174	2316	5116	4029
48	1036	1895	2731	4948	3473
35	2883	5808	6859	5414	0
38	2991	3293	3754	15034	0
45	6797	2661	2101	11460	341
35	3050	6084	7190	4764	514
35	3207	2826	3899	10155	440
46	6243	2834	2079	11493	0
49	1153	2007	2647	4690	3184
29	1513	3958	1945	4954	2652
28	3041	3125	2053	4950	670
32	2920	6272	6176	4812	0
29	3112	3606	2050	5379	1122
47	6358	2774	1853	10576	316
31	3361	3599	4111	15636	351
37	2899	6043	5506	4816	864
29	968	3759	2079	5048	1798
53	822	2156	3016	5185	3480
24	3211	2954	2023	5997	0
51	757	1771	3428	4914	3222
26	844	1894	3301	4929	432
35	3055	3396	4278	19130	792
41	718	4294	1950	12324	2745
45	1278	1832	3054	5084	3354
23	1109	2236	3151	5101	0
27	2584	3242	2091	4870	423
48	5729	3215	2136	7384	0
26	1043	3706	1992	4908	2693
59	6390	3405	2133	8776	266
36	2747	3017	4091	14765	904
36	740	3943	2154	12756	3251
25	1070	1736	3445	4992	1349
29	3041	2631	1930	4930	767
48	6217	2544	2078	7752	309
37	6790	3496	1926	10561	276
48	1124	1822	2519	4878	3362
52	987	2088	3347	5057	2180
36	2350	2759	4304	18744	741
22	808	1978	3311	5682	0
46	793	2264	2967	4668	3516
25	3224	3035	1826	4857	0
52	996	2049	2831	4720	3111
21	822	1871	3316	4382	0
23	2968	2630	2089	4019	844
21	2944	3430	1859	4425	362
54	5148	2859	1966	10032	0
47	6313	2720	1972	10901	280
35	969	3668	1996	11140	2672
29	572	3826	2068	4830	2252
44	6092	2800	2053	11214	546
28	3058	2494	2003	4829	405
48	827	1681	2830	4982	2438
27	2846	3031	1980	4991	604
33	1308	4156	1893	5050	2545
53	6360	2346	2101	8285	0
44	6255	2966	2044	9839	0
49	6112	2483	2076	9719	265
50	6333	3130	2024	9280	257
24	3299	3154	2000	5002	371
24	930	2288	2949	5067	0
47	7055	3226	2035	7865	0
33	2737	3051	4663	13486	338
37	678	3534	1811	11619	3120
24	2774	2998	1869	5605	545
25	805	1902	3146	4542	734
37	3037	3264	4099	16613	583
33	1086	3881	1992	12563	2493
31	2981	2998	4135	15821	524
24	2603	3117	2378	5559	0
32	3141	3118	4270	16523	0
25	1136	4200	2010	5096	1831
40	629	3422	1875	13923	2417
35	2408	2663	4411	11112	1231
24	1092	3676	1944	5262	2873
51	1315	2078	3478	4966	3138
29	655	3920	1907	5287	2123
28	1243	4055	1913	4656	2525
28	818	3788	1923	5027	2277
36	2690	5926	4829	4821	0
29	299	3764	2152	5121	2265
23	658	4324	2078	4678	2304
32	1386	4139	1996	5422	2227
48	1375	2120	2815	4471	3764
48	5648	2970	1890	9891	0
27	1123	4856	2000	5071	2612
34	3350	6155	6848	4934	0
31	1208	4006	1952	4832	2855
32	3142	3244	3860	12663	499
27	1003	4186	2010	4332	2225
27	2831	3180	2120	5258	611
31	1706	3984	1947	5034	2258
34	965	4141	2171	11866	2558
39	1101	3769	1945	12293	2774
28	2720	3088	1910	4377	545
42	6395	1992	1846	9928	289
35	3421	5061	6577	4966	200
34	2761	2454	3410	13341	0
26	2652	2682	1882	4846	874
53	5964	3087	2069	9280	377
26	3248	3088	1959	4835	0
37	2519	3532	4305	20127	1245
26	2491	3114	2145	3569	327
35	3015	2568	4161	14516	588
48	6067	2921	1906	9611	0
26	3361	2584	2085	4619	1384
27	2631	2858	2063	5220	1065
48	659	1767	3349	4261	2850
27	2998	3441	2086	5289	898
34	3183	3011	4185	15400	224
50	5499	3364	2108	10506	242
31	957	4231	1967	5970	2715
35	2629	6070	7068	4782	522
24	777	2039	3520	5195	549
49	6159	3375	2090	9319	266
34	2863	6724	6095	5101	305
35	2906	2878	4567	15912	708
28	1035	1595	3109	4529	1301
44	920	1714	2431	5476	2781
47	1115	1906	2766	4974	3288
49	4840	2701	1852	9708	224
30	777	4100	2048	12990	2989
27	3060	2703	1906	4881	0
29	1028	4040	2006	5452	1960
20	1110	3978	1920	4894	1334
36	480	4239	1891	4829	2491
28	1411	3580	1994	5213	3388
46	5867	3016	2000	9847	292
36	2981	6142	5059	5510	673
32	3547	3457	4538	17084	0
24	763	1775	3164	4760	0
31	2952	5855	6285	4832	464
39	954	1910	3256	5311	3970
36	639	3496	1936	10914	2972
29	1113	4079	2046	4639	2179
20	967	1659	2915	5667	511
36	903	4219	2009	12291	1897
29	1185	3928	1903	4723	2324
35	3284	3080	4145	14023	1365
57	1373	2276	2871	5038	2795
48	1195	1937	2800	4365	3065
50	877	1519	3192	5029	2898
47	1211	1857	3145	4553	2164
36	2844	6150	6189	4072	0
27	3594	3055	2060	4956	0
24	1194	1958	2933	4820	0
48	7070	2831	2080	9694	235
26	1033	1877	3272	4603	737
29	690	4656	1975	5312	2310
38	2660	6608	4568	5569	720
40	2739	6658	6226	5035	733
28	3326	2699	1917	4237	258
45	6168	3113	1787	9874	231
51	5978	3309	2071	11824	423
24	828	1807	2432	4939	418
27	2798	2801	2060	4767	657
36	2356	2973	4164	14940	0
25	1112	2199	3084	4857	500
38	822	4816	1961	11231	2679
40	3323	3316	3665	16752	645
37	1336	3916	2116	11268	2770
26	760	2197	2911	5537	950
31	3277	2927	1855	4713	0
48	973	1964	3308	4764	2552
35	3274	2983	3669	15369	921
48	6374	3394	2033	9934	282
28	3033	2997	2086	4589	312
26	3354	6824	6404	5418	0
37	3144	6328	6980	4805	0
21	952	1765	2402	5340	0
26	654	3993	2066	4881	1934
55	1455	1829	3742	5080	2771
39	944	4182	1717	11588	2606
25	1064	1793	2676	4858	844
51	1575	2271	2974	5356	2438
40	1875	3738	1861	12249	2577
39	448	3384	1912	11647	3358
34	2948	6445	4371	5472	802
24	1006	1994	2813	4937	0
24	717	1913	2733	4933	211
33	1212	4636	1877	5029	2446
27	2808	3443	2080	5395	0
32	1360	4358	2060	11790	2422
25	2843	3472	1986	5363	1477
37	3054	2928	3915	14474	1602
44	6091	3209	1998	10997	257
45	489	2100	3162	4816	3137
29	1297	4174	1993	5191	2504
50	6631	2893	2028	8739	310
38	746	4157	1869	12410	2999
31	1206	3975	2026	12524	2540
43	762	1948	3600	4486	3680
50	5542	3060	1909	11063	0
33	3676	2889	3815	16472	623
34	2552	7627	5923	4712	509
24	800	2220	2999	5076	907
35	542	4226	1870	12715	2639
49	5310	2517	1959	10175	204
24	1131	2035	3200	5337	782
38	3081	3292	4466	12646	0
50	6490	3106	1941	11239	231
53	1095	1967	3663	5075	3120
42	5980	2906	2059	8850	0
24	780	1749	3092	5064	755
38	735	3794	1996	12421	3120
29	2931	2613	2043	4040	0
25	1279	2280	3107	5793	547
35	2899	2546	3940	12185	342
30	980	3896	2077	4410	2356
35	2981	2270	3854	14571	0
33	2679	3266	4276	17696	0
28	720	4307	1959	12669	2145
26	1050	1836	3580	5234	1781
49	1244	2028	2708	4603	3630
34	1457	4230	1866	5317	2562
28	2676	2550	1910	5223	0
24	733	2135	2888	5147	1198
44	6205	3078	2046	10865	220
33	3550	5106	5755	5218	217
37	3229	6115	7091	5189	0
48	4787	2999	2029	9639	0
28	1268	3514	2073	5832	2835
24	850	1760	3868	4440	1093
36	3366	5354	5708	5031	399
24	632	2212	2741	5072	0
46	1209	2024	2344	5225	3313
33	2469	3404	4409	15943	597
48	6365	2703	1739	9826	320
46	5290	3361	2006	10491	225
34	3197	5251	4905	4675	628
55	737	2024	3298	5548	3482
27	994	1782	3008	5313	0
23	1061	2238	2801	5530	1073
34	907	3808	2005	4575	1919
51	545	1816	3303	5535	3258
33	3024	5342	4986	5812	409
48	1227	1849	2697	5584	2925
34	2747	5912	6276	4750	0
30	2844	2802	2050	4588	922
42	831	2017	3827	4896	2993
21	998	3744	2092	5069	2598
29	2746	2964	2008	4791	0
31	3052	6351	6053	5249	953
37	779	4125	1638	12680	2270
55	1143	2015	2511	4937	2898
36	3592	5232	5266	4862	1727
36	3189	2395	4179	14228	710
24	1220	1795	3560	5112	688
25	3074	3385	2173	4910	0
36	3351	6461	5702	5318	525
22	3087	3571	2097	4910	562
34	3158	5830	5823	5167	495
27	1106	2017	2743	4326	0
28	2814	3103	2084	5213	227
22	3179	2811	1995	5611	1180
29	2780	6529	5471	4816	945
43	3606	2645	4002	15227	0
40	3324	3272	4083	18529	570
24	1171	2109	3277	5270	0
58	5214	2716	1973	8524	238
23	928	1871	2827	4028	0
37	2752	2899	3863	14614	0
51	1244	1610	3044	4588	2920
51	5576	2587	2128	9427	0
43	6846	3064	2088	10762	239
48	1375	2100	3141	5311	2061
26	1294	4216	2007	4603	2484
38	1034	3273	2040	11743	1978
34	2709	6522	7066	5245	1247
36	1446	3821	1828	12081	3052
42	547	4240	1937	12902	2122
32	750	4406	1806	4432	2914
24	1159	2001	3384	4708	881
28	2766	2489	2092	5415	0
45	6813	2767	2194	10728	364
34	3171	6364	6493	4368	0
48	5660	3045	1830	10605	351
43	1162	2354	2619	5505	3180
37	2954	2802	3745	14655	0
36	2658	5692	5932	4790	650
26	2527	3190	2068	5094	754
27	2689	3154	2219	4548	455
24	787	2073	2401	4891	266
35	1063	4485	2112	12529	2581
33	3263	2662	4069	15727	781
36	3183	5518	6825	5306	377
34	3463	6658	6781	5304	0
25	1101	2007	3172	5041	864
32	876	4247	2146	4860	2899
23	800	2168	3186	4898	1115
37	2837	5954	6431	5460	488
31	2801	2708	2083	5095	523
36	2839	3026	3826	16962	1036
49	1156	1768	2564	4894	3390
33	917	4239	1947	12107	2918
24	918	1974	2780	4597	0
47	5584	2881	2223	9157	0
38	1062	4026	1957	12482	2328
31	2923	2935	2131	4161	319
25	991	2092	3285	4947	642
44	1101	1897	2604	5193	2758
35	1202	4080	2020	11209	1978
47	1051	1947	2957	5005	2827
24	726	2015	3787	5538	0
35	2985	3479	3749	16197	217
45	843	2048	2690	5359	2570
27	699	4452	1895	3956	2046
36	1154	3594	2105	12425	2384
34	962	4452	2058	5467	1884
29	2943	3322	2018	5260	0
24	1036	1801	3317	5409	609
28	648	4206	1922	4804	2986
35	2824	2357	4251	11845	0
37	3462	3421	4159	14876	496
37	1343	4558	2043	12274	2162
51	6390	2962	1952	10933	0
34	3195	3135	3726	16377	0
26	2831	2799	2052	5089	346
31	1157	3821	2028	5588	2005
44	5381	3198	1986	9335	353
30	1425	3989	1956	5461	2691
33	1557	4143	2024	5370	2285
52	924	2204	3625	4924	3711
45	5929	3025	2222	11275	0
48	6324	3082	2043	9785	208
35	3552	3223	4387	13239	0
36	2797	2828	4014	13559	0
35	2772	2801	4340	13179	595
24	1084	2014	3075	4434	0
48	1029	1687	3386	5386	3468
25	2538	2799	1990	4722	201
32	832	3910	2038	5707	3145
23	1072	1840	2930	4945	0
36	1203	3836	1843	12416	2636
25	872	1806	2909	5570	1147
52	6056	2915	2097	9656	0
48	1393	1506	2835	4990	2955
42	6817	3218	2032	8079	0
23	3146	2846	1907	4985	0
27	2380	3377	1907	5086	691
27	3408	2953	2027	4739	1285
47	1061	1888	3324	4825	3594
35	3574	6505	4600	4965	1379
33	981	3987	2090	11945	2660
35	3230	5055	6036	4931	0
27	3062	2868	1861	4868	1050
51	6404	3220	1916	10940	244
33	726	4271	1995	4825	1961
25	640	4075	2149	4891	2786
31	944	4069	1937	4712	2380
35	2966	3400	3967	15425	500
30	3265	5791	6208	4822	239
43	1083	3570	2045	10459	2369
23	793	1848	3451	5068	0
29	1184	3836	1926	5059	2608
24	1600	4330	1995	4284	2477
36	3754	3047	3649	15977	621
30	1093	4160	2017	12094	2902
49	5023	2984	1994	11145	0
26	793	2075	2547	5135	998
28	799	3777	1779	5218	2612
52	985	2055	3088	5040	2985
29	1093	3940	2010	4729	3008
24	932	1865	2611	4543	421
24	1157	1712	2720	4231	1177
23	1136	4137	1871	4977	2637
50	6237	2530	1697	8760	0
33	995	4387	2074	5281	1381
35	3156	5740	5542	5320	1593
34	2706	5920	6993	5280	420
51	1288	2258	2658	5002	3418
41	5282	3442	1980	9761	215
34	2827	5227	5519	4951	674
29	2863	2919	1912	4570	0
39	2501	3264	4673	18910	586
26	1543	3447	1951	4965	1585
29	915	3973	2097	5353	2471
29	1065	4244	1993	5040	2711
47	834	2101	2812	5791	1946
35	3080	3207	3719	15107	478
37	2970	3063	3686	17611	0
33	1323	3763	2052	12179	2028
48	6173	3337	1958	11126	0
27	2952	3033	2070	4745	1091
37	957	4093	2054	13281	2695
52	905	1989	2857	5437	3239
37	2776	6448	5365	5334	582
24	3761	3077	2048	4678	1301
49	716	1755	3209	4858	3069
48	5438	2807	2041	9480	203
35	1336	4041	1810	11811	2379
29	1262	4023	1973	5152	2523
47	6353	3020	1659	10037	0
34	2652	6701	7325	4899	794
27	3282	2795	2112	4893	642
36	986	3957	1958	11678	2316
48	947	1893	2893	4888	2859
46	6447	3354	1910	8799	0
31	3217	2387	2066	5291	0
38	766	3862	2004	11520	2451
39	2428	2698	4359	15894	920
35	3087	5785	5540	5102	740
38	1166	4475	1893	11551	3124
46	4784	3200	2166	9832	309
32	3449	2724	3267	14156	1043
53	6448	2922	2212	10177	0
24	3269	3137	2024	4485	0
29	3198	3419	1909	4904	766
35	3155	5774	6056	4724	1104
54	6747	3226	2096	10964	0
35	2688	2577	4096	17855	371
29	2883	2690	1853	4664	586
36	1320	3861	1950	11522	3930
31	574	3935	2093	4818	1816
24	937	1438	3142	4752	0
37	2984	3160	3713	14270	0
24	1042	2186	2825	4980	0
33	2902	2567	3530	17318	614
50	1019	2022	2500	5253	3063
33	1204	4150	2003	12729	2007
51	5897	2813	1996	9437	0
48	6298	2795	1873	8401	0
51	964	2093	3273	5099	2336
50	5404	2808	2167	10207	0
35	2736	5634	5988	4192	673
34	2670	2334	4011	17751	0
48	1134	1836	3004	4672	3556
36	3563	3258	3496	18226	0
26	996	2080	3482	4805	1131
27	2614	3320	1996	5241	0
